Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
13.0,1,34,0.0,2493.0,48.0,31.0,29.0,3,1,2,30,225.64,1
5.0,0,34,0.0,305.0,6.0,7.0,2.0,3,1,2,30,40.44,1
5.0,0,34,1.0,1893.0,29.0,7.0,4.0,4,1,1,45,65.55,0
7.0,0,31,1.0,7010.0,101.0,11.0,20.0,5,1,1,55,123.165,0
5.0,0,34,0.0,305.0,6.0,7.0,2.0,4,1,2,45,25.275,1
5.0,0,34,1.0,305.0,6.0,7.0,2.0,5,1,1,55,15.165,0
29.0,0,29,3.0,16300.0,242.0,7.0,78.0,2,1,1,25,775.89,0
10.0,0,32,3.0,7190.0,120.0,268.0,31.0,3,2,1,30,1364.4,0
6.0,0,34,1.0,3943.0,86.0,7.0,26.0,3,1,1,30,189.16,0
7.0,0,33,0.0,1890.0,48.0,35.0,18.0,3,1,2,30,217.52,0
10.0,0,34,1.0,3005.0,57.0,172.0,21.0,2,1,1,25,911.79,0
8.0,0,25,1.0,1540.0,40.0,190.0,9.0,3,2,1,30,823.2,0
8.0,0,24,1.0,1793.0,43.0,27.0,66.0,4,1,1,45,113.4,0
15.0,0,25,0.0,925.0,29.0,7.0,5.0,3,1,2,30,66.16,0
5.0,0,24,0.0,305.0,6.0,18.0,2.0,4,1,2,45,52.775,0
14.0,0,23,1.0,1450.0,36.0,16.0,11.0,2,1,1,25,138.87,0
6.0,0,23,1.0,3450.0,65.0,7.0,21.0,3,1,1,30,168.6,0
6.0,0,16,1.0,1920.0,30.0,25.0,12.0,2,1,1,25,200.25,0
20.0,0,15,1.0,6618.0,145.0,82.0,40.0,2,2,1,25,673.335,0
16.0,0,13,1.0,9158.0,175.0,70.0,38.0,5,1,1,55,244.995,0
12.0,0,14,3.0,3078.0,49.0,28.0,17.0,3,1,1,30,237.08,0
6.0,0,7,1.0,4615.0,44.0,212.0,8.0,3,1,1,30,1034.36,0
7.0,1,7,1.0,1713.0,23.0,7.0,5.0,3,1,1,30,97.44,1
18.0,0,46,2.0,4935.0,87.0,27.0,25.0,3,1,1,30,308.88,0
10.0,0,47,0.0,883.0,21.0,29.0,12.0,3,1,2,30,152.16,0
20.0,0,45,2.0,3018.0,76.0,381.0,32.0,3,1,1,30,1647.76,0
20.0,0,46,2.0,4763.0,82.0,23.0,43.0,1,1,1,15,392.975,0
13.0,0,46,2.0,2958.0,74.0,24.0,41.0,2,1,1,25,244.44,0
21.0,0,46,3.0,4340.0,98.0,54.0,36.0,3,1,1,30,393.52,0
14.0,0,46,2.0,2925.0,55.0,307.0,26.0,4,1,1,45,842.0,0
23.0,0,45,4.0,9680.0,137.0,166.0,51.0,3,1,1,30,1056.68,0
17.0,0,46,2.0,14338.0,185.0,22.0,52.0,3,1,1,30,668.92,0
17.0,0,46,3.0,5080.0,99.0,24.0,33.0,4,1,1,45,189.475,0
16.0,0,46,2.0,6483.0,111.0,29.0,20.0,3,1,1,30,379.76,0
19.0,0,46,0.0,2803.0,70.0,30.0,25.0,4,1,2,45,146.825,0
35.0,0,46,5.0,15705.0,241.0,76.0,40.0,3,1,1,30,941.84,0
14.0,0,46,3.0,3660.0,43.0,505.0,16.0,4,1,1,45,1355.075,0
19.0,0,45,2.0,16050.0,198.0,172.0,38.0,2,1,1,25,1505.16,0
13.0,0,45,3.0,7065.0,102.0,208.0,34.0,4,1,1,45,699.175,0
10.0,0,45,0.0,1440.0,30.0,22.0,19.0,3,1,2,30,146.8,0
12.0,0,46,0.0,1275.0,30.0,35.0,16.0,3,1,2,30,192.2,0
10.0,0,45,0.0,565.0,16.0,22.0,8.0,3,1,2,30,111.24,1
13.0,0,45,2.0,8073.0,143.0,406.0,51.0,3,1,1,30,1952.64,0
17.0,0,45,3.0,12030.0,170.0,33.0,55.0,4,1,1,45,387.5,0
18.0,0,45,3.0,7283.0,91.0,130.0,45.0,2,1,1,25,916.83,0
33.0,1,41,0.0,1520.0,63.0,38.0,25.0,3,1,2,30,215.32,1
31.0,0,44,10.0,11000.0,109.0,23.0,50.0,5,1,1,55,201.135,0
23.0,0,44,3.0,6383.0,114.0,48.0,32.0,3,1,1,30,451.88,0
11.0,0,42,2.0,3405.0,38.0,22.0,22.0,4,1,1,45,141.075,0
19.0,1,43,0.0,3555.0,57.0,31.0,24.0,3,1,2,30,268.48,1
19.0,1,44,0.0,2833.0,60.0,56.0,39.0,4,1,2,45,212.325,1
10.0,0,44,0.0,698.0,18.0,22.0,10.0,3,1,2,30,116.64,1
11.0,0,44,2.0,2233.0,41.0,22.0,14.0,4,1,1,45,111.85,0
13.0,0,41,3.0,7350.0,113.0,36.0,30.0,5,1,1,55,165.945,0
10.0,1,44,0.0,1193.0,23.0,31.0,12.0,4,1,2,45,107.9,1
10.0,0,44,3.0,903.0,20.0,26.0,10.0,5,1,1,55,52.845,0
35.0,0,39,5.0,16640.0,254.0,22.0,88.0,2,2,1,25,859.23,0
16.0,1,42,5.0,7530.0,132.0,293.0,41.0,3,2,1,30,1478.48,0
12.0,0,44,2.0,4283.0,98.0,24.0,36.0,3,1,1,30,271.24,0
13.0,0,43,0.0,2230.0,60.0,60.0,28.0,4,1,2,45,207.25,0
16.0,0,44,2.0,3345.0,69.0,197.0,31.0,2,1,1,25,1040.13,0
14.0,0,35,3.0,1880.0,52.0,215.0,19.0,3,2,1,30,937.28,0
14.0,0,34,2.0,2133.0,55.0,52.0,76.0,5,1,1,55,110.82,0
21.0,0,35,0.0,1265.0,41.0,32.0,15.0,3,1,2,30,180.24,0
10.0,0,34,0.0,1390.0,26.0,43.0,11.0,4,1,2,45,142.9,0
20.0,0,33,2.0,1790.0,48.0,41.0,21.0,2,1,1,25,267.21,0
12.0,0,33,2.0,3790.0,77.0,30.0,31.0,4,1,1,45,171.675,0
12.0,0,26,2.0,2260.0,42.0,50.0,22.0,3,1,1,30,292.08,0
26.0,0,25,3.0,6958.0,157.0,107.0,50.0,2,2,1,25,801.675,0
22.0,0,23,2.0,9498.0,187.0,95.0,48.0,5,1,1,55,287.775,0
18.0,0,24,5.0,3418.0,61.0,53.0,27.0,4,2,1,45,219.475,0
12.0,0,17,3.0,4955.0,56.0,237.0,18.0,3,1,1,30,1148.44,0
13.0,0,17,3.0,2053.0,35.0,22.0,15.0,3,1,1,30,171.52,1
8.0,0,34,1.0,4415.0,67.0,7.0,13.0,3,1,1,30,207.28,0
5.0,0,35,0.0,305.0,6.0,7.0,2.0,2,1,2,25,45.495,0
10.0,0,33,1.0,2498.0,56.0,351.0,20.0,3,1,1,30,1506.16,0
10.0,0,34,1.0,4243.0,62.0,7.0,31.0,2,1,1,25,225.225,0
5.0,0,34,1.0,2438.0,54.0,7.0,29.0,1,1,1,15,175.56,0
11.0,0,34,1.0,3820.0,78.0,24.0,24.0,3,1,1,30,251.92,0
5.0,0,34,1.0,2405.0,35.0,277.0,14.0,3,1,1,30,1205.6,0
13.0,0,33,2.0,9160.0,117.0,136.0,39.0,3,1,1,30,915.08,0
7.0,0,34,1.0,13818.0,165.0,7.0,40.0,3,1,1,30,587.32,0
7.0,0,34,1.0,4560.0,79.0,7.0,21.0,3,1,1,30,213.56,0
6.0,0,34,1.0,5963.0,91.0,7.0,8.0,3,1,1,30,270.16,0
9.0,0,34,0.0,2283.0,50.0,7.0,13.0,3,1,2,30,121.32,0
25.0,0,34,3.0,15185.0,221.0,46.0,28.0,3,1,1,30,800.24,0
5.0,0,34,1.0,3140.0,23.0,475.0,4.0,3,1,1,30,2026.52,0
9.0,0,33,1.0,15530.0,178.0,142.0,26.0,2,1,1,25,1345.86,0
5.0,0,33,1.0,6545.0,82.0,178.0,22.0,3,1,1,30,977.08,0
5.0,0,33,0.0,920.0,10.0,7.0,7.0,2,1,2,25,73.35,0
5.0,0,34,0.0,755.0,10.0,7.0,4.0,3,1,2,30,58.6,0
5.0,0,33,0.0,305.0,6.0,7.0,2.0,2,1,2,25,45.495,1
5.0,0,33,1.0,7553.0,123.0,376.0,39.0,2,1,1,25,2037.42,0
7.0,0,33,1.0,11510.0,150.0,7.0,43.0,4,1,1,45,309.0,0
8.0,0,33,1.0,6763.0,71.0,100.0,33.0,2,1,1,25,757.53,0
23.0,0,29,0.0,1000.0,43.0,8.0,13.0,2,1,2,25,82.935,1
21.0,0,32,8.0,10480.0,89.0,7.0,38.0,5,1,1,55,169.035,0
13.0,0,32,1.0,5863.0,94.0,18.0,20.0,2,1,1,25,349.065,1
5.0,0,30,1.0,2885.0,18.0,7.0,10.0,3,1,1,30,144.12,0
9.0,0,31,0.0,3035.0,37.0,7.0,12.0,3,1,2,30,150.88,1
9.0,1,32,0.0,2313.0,40.0,26.0,27.0,3,1,2,30,198.12,1
5.0,0,32,0.0,305.0,6.0,7.0,2.0,3,1,2,30,40.44,1
5.0,0,32,1.0,305.0,6.0,7.0,2.0,3,1,1,30,40.44,0
5.0,0,29,1.0,6830.0,93.0,7.0,18.0,5,1,1,55,114.345,0
5.0,0,32,0.0,305.0,6.0,7.0,2.0,4,1,2,45,25.275,1
5.0,0,32,1.0,305.0,6.0,7.0,2.0,5,1,1,55,15.165,1
25.0,0,27,3.0,16120.0,234.0,7.0,76.0,2,1,1,25,767.43,0
6.0,0,30,3.0,7010.0,112.0,263.0,29.0,2,2,1,25,1503.99,0
5.0,0,32,1.0,3763.0,78.0,7.0,24.0,2,1,1,25,204.345,0
5.0,0,31,0.0,1710.0,40.0,30.0,16.0,3,1,2,30,190.0,0
6.0,0,32,1.0,2825.0,49.0,167.0,19.0,2,1,1,25,880.83,0
5.0,0,23,1.0,1360.0,32.0,185.0,7.0,2,2,1,25,895.14,0
5.0,0,22,1.0,1613.0,35.0,22.0,64.0,4,1,1,45,96.2,0
11.0,0,23,0.0,745.0,21.0,7.0,3.0,2,1,2,25,65.97,0
5.0,0,22,0.0,305.0,6.0,13.0,2.0,4,1,2,45,40.275,0
10.0,0,21,1.0,1270.0,28.0,11.0,9.0,2,1,1,25,107.91,0
5.0,0,21,1.0,3270.0,57.0,7.0,19.0,3,1,1,30,161.08,0
5.0,0,14,1.0,1740.0,22.0,20.0,10.0,2,1,1,25,169.29,0
16.0,0,13,1.0,6438.0,137.0,77.0,38.0,2,2,1,25,642.375,0
12.0,0,11,1.0,8978.0,167.0,65.0,36.0,4,1,1,45,391.125,0
8.0,0,12,3.0,2898.0,41.0,23.0,15.0,3,1,1,30,209.56,0
5.0,0,5,1.0,4435.0,36.0,207.0,6.0,3,1,1,30,1006.84,0
5.0,1,5,0.0,1533.0,15.0,7.0,3.0,3,1,1,30,89.92,1
15.0,0,43,1.0,4855.0,85.0,23.0,24.0,3,1,1,30,289.6,0
7.0,0,44,0.0,803.0,19.0,25.0,11.0,3,1,2,30,132.88,0
17.0,0,42,1.0,2938.0,74.0,377.0,31.0,3,1,1,30,1628.48,0
17.0,0,43,1.0,4683.0,80.0,19.0,42.0,1,1,1,15,366.465,0
10.0,0,43,1.0,2878.0,72.0,20.0,40.0,2,1,1,25,222.75,0
18.0,0,43,2.0,4260.0,96.0,50.0,35.0,3,1,1,30,374.24,0
11.0,0,43,1.0,2845.0,53.0,303.0,25.0,3,1,1,30,1327.92,0
20.0,0,42,3.0,9600.0,135.0,162.0,50.0,3,1,1,30,1037.4,0
14.0,0,43,1.0,14258.0,183.0,18.0,51.0,3,1,1,30,649.64,0
14.0,0,43,2.0,5000.0,97.0,20.0,32.0,3,1,1,30,283.88,0
13.0,0,43,1.0,6403.0,109.0,25.0,19.0,3,1,1,30,360.48,0
16.0,1,43,0.0,2723.0,68.0,26.0,24.0,3,1,2,30,215.64,0
32.0,0,43,4.0,15625.0,239.0,72.0,39.0,3,1,1,30,922.56,0
11.0,0,43,2.0,3580.0,41.0,501.0,15.0,3,1,1,30,2148.84,0
16.0,0,42,1.0,15970.0,196.0,168.0,37.0,2,1,1,25,1483.47,0
10.0,0,42,2.0,6985.0,100.0,204.0,33.0,3,1,1,30,1099.4,0
7.0,0,42,0.0,1360.0,28.0,18.0,18.0,2,1,2,25,143.46,0
9.0,0,43,0.0,1195.0,28.0,31.0,15.0,3,1,2,30,172.92,0
7.0,0,42,0.0,485.0,14.0,18.0,7.0,2,1,2,25,103.455,1
10.0,0,42,1.0,7993.0,141.0,402.0,50.0,3,1,1,30,1933.36,0
14.0,0,42,2.0,11950.0,168.0,29.0,54.0,4,1,1,45,375.45,0
15.0,0,42,2.0,7203.0,89.0,126.0,44.0,2,1,1,25,895.14,0
30.0,0,38,0.0,1440.0,61.0,34.0,24.0,3,1,2,30,196.04,1
28.0,0,41,9.0,10920.0,107.0,19.0,49.0,5,2,1,55,193.905,0
20.0,0,41,2.0,6303.0,112.0,44.0,31.0,2,1,1,25,486.675,0
8.0,0,39,1.0,3325.0,36.0,18.0,21.0,3,1,1,30,206.44,0
16.0,1,40,0.0,3475.0,55.0,27.0,23.0,3,1,2,30,249.2,1
16.0,1,41,0.0,2753.0,58.0,52.0,38.0,4,1,2,45,200.275,1
7.0,1,41,0.0,618.0,16.0,18.0,9.0,3,1,2,30,97.36,1
8.0,0,41,1.0,2153.0,39.0,18.0,13.0,4,1,1,45,99.8,0
10.0,0,38,2.0,7270.0,111.0,32.0,29.0,5,1,1,55,158.715,0
7.0,0,41,0.0,1113.0,21.0,27.0,11.0,4,1,2,45,95.85,1
7.0,0,41,2.0,823.0,18.0,22.0,9.0,5,1,1,55,45.615,0
32.0,1,36,4.0,16560.0,252.0,18.0,87.0,2,2,1,25,837.54,0
13.0,0,39,4.0,7450.0,130.0,289.0,40.0,3,2,1,30,1459.2,0
9.0,0,41,1.0,4203.0,96.0,20.0,35.0,3,1,1,30,251.96,0
10.0,0,40,0.0,2150.0,58.0,56.0,27.0,3,1,2,30,312.32,0
13.0,0,41,1.0,3265.0,67.0,193.0,30.0,2,1,1,25,1018.44,0
11.0,0,32,2.0,1800.0,50.0,211.0,18.0,3,2,1,30,918.0,0
11.0,0,31,1.0,2053.0,53.0,48.0,75.0,5,1,1,55,103.59,0
18.0,0,32,0.0,1185.0,39.0,28.0,14.0,3,1,2,30,160.96,0
7.0,0,31,0.0,1310.0,24.0,39.0,10.0,4,1,2,45,130.85,0
17.0,0,30,1.0,1710.0,46.0,37.0,20.0,2,1,1,25,245.52,0
9.0,0,30,1.0,3710.0,75.0,26.0,30.0,3,1,1,30,255.4,0
9.0,0,23,1.0,2180.0,40.0,46.0,21.0,3,1,1,30,272.8,0
23.0,0,22,2.0,6878.0,155.0,103.0,49.0,2,2,1,25,779.985,0
19.0,0,20,1.0,9418.0,185.0,91.0,47.0,5,1,1,55,280.545,0
15.0,0,21,4.0,3338.0,59.0,49.0,26.0,3,1,1,30,331.88,0
9.0,0,14,2.0,4875.0,54.0,233.0,17.0,3,1,1,30,1129.16,0
10.0,0,14,2.0,1973.0,33.0,18.0,14.0,3,1,1,30,152.24,1
11.0,0,37,1.0,4495.0,69.0,7.0,14.0,3,1,1,30,210.56,0
5.0,0,38,0.0,305.0,6.0,7.0,2.0,3,1,2,30,40.44,0
13.0,0,36,1.0,2578.0,58.0,355.0,21.0,3,1,1,30,1525.44,0
13.0,0,37,1.0,4323.0,64.0,7.0,32.0,1,1,1,15,279.785,0
6.0,0,37,1.0,2518.0,56.0,7.0,30.0,2,1,1,25,147.33,0
14.0,0,37,2.0,3900.0,80.0,28.0,25.0,3,1,1,30,271.2,0
7.0,0,37,1.0,2485.0,37.0,281.0,15.0,3,1,1,30,1224.88,0
16.0,0,36,3.0,9240.0,119.0,140.0,40.0,3,1,1,30,934.36,0
10.0,0,37,1.0,13898.0,167.0,7.0,41.0,3,1,1,30,590.6,0
10.0,0,37,2.0,4640.0,81.0,7.0,22.0,3,1,1,30,216.84,0
9.0,0,37,1.0,6043.0,93.0,7.0,9.0,3,1,1,30,273.44,0
12.0,0,37,0.0,2363.0,52.0,7.0,14.0,3,1,2,30,124.6,0
28.0,0,37,4.0,15265.0,223.0,50.0,29.0,3,2,1,30,819.52,0
7.0,0,37,2.0,3220.0,25.0,479.0,5.0,3,1,1,30,2045.8,0
12.0,0,36,1.0,15610.0,180.0,146.0,27.0,2,1,1,25,1367.55,0
6.0,0,36,2.0,6625.0,84.0,182.0,23.0,3,1,1,30,996.36,0
5.0,0,36,0.0,1000.0,12.0,7.0,8.0,2,1,2,25,77.04,0
5.0,0,37,0.0,835.0,12.0,9.0,5.0,3,1,2,30,69.88,0
5.0,0,36,0.0,305.0,6.0,7.0,2.0,2,1,2,25,45.495,1
6.0,0,36,1.0,7633.0,125.0,380.0,40.0,3,1,1,30,1830.32,0
10.0,0,36,2.0,11590.0,152.0,7.0,44.0,4,1,1,45,311.05,0
11.0,0,36,2.0,6843.0,73.0,104.0,34.0,2,1,1,25,779.22,0
26.0,1,32,0.0,1080.0,45.0,12.0,14.0,3,1,2,30,93.0,1
24.0,0,35,9.0,10560.0,91.0,7.0,39.0,5,1,1,55,170.265,0
16.0,0,35,2.0,5943.0,96.0,22.0,21.0,2,1,1,25,370.755,1
5.0,0,33,1.0,2965.0,20.0,7.0,11.0,3,1,1,30,147.4,0
12.0,1,34,0.0,3115.0,39.0,7.0,13.0,3,1,2,30,154.16,1
12.0,0,35,0.0,2393.0,42.0,30.0,28.0,4,1,2,45,135.875,1
5.0,1,35,0.0,305.0,6.0,7.0,2.0,3,1,2,30,40.44,1
5.0,0,35,1.0,1793.0,23.0,7.0,3.0,4,1,1,45,62.9,0
6.0,0,32,2.0,6910.0,95.0,10.0,19.0,5,1,1,55,120.075,0
5.0,0,35,0.0,305.0,6.0,7.0,2.0,4,1,2,45,25.275,1
5.0,0,35,1.0,305.0,6.0,7.0,2.0,5,1,1,55,15.165,0
28.0,0,30,4.0,16200.0,236.0,7.0,77.0,2,2,1,25,771.12,0
9.0,0,33,4.0,7090.0,114.0,267.0,30.0,3,2,1,30,1356.16,0
5.0,0,35,1.0,3843.0,80.0,7.0,25.0,3,1,1,30,184.92,0
6.0,0,34,0.0,1790.0,42.0,34.0,17.0,3,1,2,30,209.28,0
9.0,0,35,1.0,2905.0,51.0,171.0,20.0,2,1,1,25,902.52,0
7.0,0,26,2.0,1440.0,34.0,189.0,8.0,3,2,1,30,814.96,0
7.0,0,25,1.0,1693.0,37.0,26.0,65.0,5,1,1,55,64.95,0
14.0,0,26,0.0,825.0,23.0,7.0,4.0,3,1,2,30,61.92,0
5.0,0,25,0.0,305.0,6.0,17.0,2.0,4,1,2,45,50.275,0
13.0,0,24,1.0,1350.0,30.0,15.0,10.0,2,1,1,25,129.6,0
5.0,0,24,1.0,3350.0,59.0,7.0,20.0,3,1,1,30,164.36,0
5.0,0,17,1.0,1820.0,24.0,24.0,11.0,3,1,1,30,169.76,0
19.0,0,16,2.0,6518.0,139.0,81.0,39.0,2,2,1,25,664.065,0
15.0,0,14,1.0,9058.0,169.0,69.0,37.0,5,1,1,55,241.905,0
11.0,0,15,4.0,2978.0,43.0,27.0,16.0,3,1,1,30,228.84,0
5.0,0,8,2.0,4515.0,38.0,211.0,7.0,3,1,1,30,1026.12,0
6.0,1,8,2.0,1613.0,17.0,7.0,4.0,3,1,1,30,93.2,1
17.0,0,40,3.0,5275.0,87.0,33.0,34.0,3,1,1,30,346.48,0
9.0,0,41,0.0,1223.0,21.0,35.0,21.0,3,1,2,30,189.76,0
19.0,0,39,3.0,3358.0,76.0,387.0,41.0,3,1,1,30,1685.36,0
19.0,0,40,3.0,5103.0,82.0,29.0,52.0,1,1,1,15,444.675,0
12.0,0,40,3.0,3298.0,74.0,30.0,50.0,2,1,1,25,286.74,0
20.0,0,40,4.0,4680.0,98.0,60.0,45.0,3,1,1,30,431.12,0
13.0,0,40,3.0,3265.0,55.0,313.0,35.0,4,1,1,45,865.5,0
22.0,1,39,5.0,10020.0,137.0,172.0,60.0,3,1,1,30,1094.28,0
16.0,0,40,3.0,14678.0,185.0,28.0,61.0,3,1,1,30,706.52,0
16.0,0,40,4.0,5420.0,99.0,30.0,42.0,3,1,1,30,340.76,0
15.0,0,40,3.0,6823.0,111.0,35.0,29.0,3,1,1,30,417.36,0
18.0,0,40,0.0,3143.0,70.0,36.0,34.0,3,1,2,30,272.52,0
34.0,1,40,6.0,16045.0,241.0,82.0,49.0,3,2,1,30,979.44,0
13.0,0,40,4.0,4000.0,43.0,511.0,25.0,4,1,1,45,1378.575,0
18.0,0,39,3.0,16390.0,198.0,178.0,47.0,2,1,1,25,1547.46,0
12.0,0,39,4.0,7405.0,102.0,214.0,43.0,3,1,1,30,1156.28,0
9.0,0,39,0.0,1780.0,30.0,28.0,28.0,2,1,2,25,207.45,0
11.0,0,40,0.0,1615.0,30.0,41.0,25.0,3,1,2,30,229.8,0
9.0,1,39,0.0,905.0,16.0,28.0,17.0,2,1,2,25,167.445,1
12.0,0,39,3.0,8413.0,143.0,412.0,60.0,3,1,1,30,1990.24,0
16.0,0,39,4.0,12370.0,170.0,39.0,64.0,4,1,1,45,411.0,0
17.0,0,39,4.0,7623.0,91.0,136.0,54.0,2,2,1,25,959.13,0
32.0,1,35,0.0,1860.0,63.0,44.0,34.0,3,1,2,30,252.92,1
30.0,0,38,1.0,11340.0,109.0,29.0,59.0,5,1,1,55,215.235,0
22.0,0,38,4.0,6723.0,114.0,54.0,41.0,3,1,1,30,489.48,0
10.0,0,36,3.0,3745.0,38.0,28.0,31.0,3,1,1,30,263.32,0
18.0,1,37,0.0,3895.0,57.0,37.0,33.0,3,1,2,30,306.08,1
18.0,0,38,0.0,3173.0,60.0,62.0,48.0,4,1,2,45,235.825,1
9.0,0,38,0.0,1038.0,18.0,28.0,19.0,3,1,2,30,154.24,1
10.0,0,38,3.0,2573.0,41.0,28.0,23.0,4,1,1,45,135.35,0
12.0,0,35,4.0,7690.0,113.0,42.0,39.0,5,1,1,55,180.045,0
9.0,0,38,0.0,1533.0,23.0,37.0,21.0,4,1,2,45,131.4,1
9.0,0,38,4.0,1243.0,20.0,32.0,19.0,5,1,1,55,66.945,0
34.0,0,33,6.0,16980.0,254.0,28.0,97.0,2,2,1,25,901.53,0
15.0,0,36,6.0,7870.0,132.0,299.0,50.0,3,2,1,30,1516.08,0
11.0,0,38,3.0,4623.0,98.0,30.0,45.0,3,1,1,30,308.84,0
12.0,1,37,0.0,2570.0,60.0,66.0,37.0,4,1,2,45,230.75,1
15.0,0,38,3.0,3685.0,69.0,203.0,40.0,2,1,1,25,1082.43,0
13.0,0,29,4.0,2220.0,52.0,221.0,28.0,3,2,1,30,974.88,0
13.0,0,28,3.0,2473.0,55.0,58.0,85.0,5,1,1,55,124.92,0
20.0,0,29,0.0,1605.0,41.0,38.0,24.0,3,1,2,30,217.84,0
9.0,0,28,0.0,1730.0,26.0,49.0,20.0,4,1,2,45,166.4,0
19.0,0,27,3.0,2130.0,48.0,47.0,30.0,2,1,1,25,309.51,0
11.0,0,27,3.0,4130.0,77.0,36.0,40.0,3,1,1,30,312.28,0
11.0,0,20,3.0,2600.0,42.0,56.0,31.0,3,1,1,30,329.68,0
25.0,0,19,4.0,7298.0,157.0,113.0,59.0,2,2,1,25,843.975,0
21.0,0,17,3.0,9838.0,187.0,101.0,57.0,5,1,1,55,301.875,0
17.0,0,18,6.0,3758.0,61.0,59.0,36.0,3,2,1,30,388.76,0
11.0,0,11,4.0,5295.0,56.0,243.0,27.0,3,2,1,30,1186.04,0
12.0,1,11,4.0,2393.0,35.0,28.0,24.0,3,1,1,30,209.12,1
9.0,0,40,0.0,4075.0,67.0,7.0,4.0,3,1,1,30,193.68,0
5.0,0,41,0.0,305.0,6.0,7.0,2.0,3,1,2,30,40.44,0
11.0,0,39,0.0,2158.0,56.0,345.0,11.0,3,1,1,30,1468.56,0
11.0,0,40,0.0,3903.0,62.0,7.0,22.0,1,1,1,15,256.575,0
5.0,0,40,0.0,2098.0,54.0,7.0,20.0,2,1,1,25,128.34,0
12.0,0,40,0.0,3480.0,78.0,18.0,15.0,3,1,1,30,214.32,0
5.0,0,40,0.0,2065.0,35.0,271.0,5.0,3,1,1,30,1168.0,0
14.0,0,39,1.0,8820.0,117.0,130.0,30.0,3,1,1,30,877.48,0
8.0,0,40,0.0,13478.0,165.0,7.0,31.0,3,1,1,30,573.72,0
8.0,0,40,0.0,4220.0,79.0,7.0,12.0,3,1,1,30,199.96,0
7.0,0,40,1.0,5623.0,91.0,7.0,17.0,3,1,1,30,256.56,0
10.0,0,40,0.0,1943.0,50.0,7.0,4.0,3,1,2,30,107.72,0
26.0,0,40,2.0,14845.0,221.0,40.0,19.0,3,1,1,30,762.64,0
5.0,0,40,1.0,2800.0,23.0,469.0,9.0,3,1,1,30,1988.92,0
10.0,0,39,0.0,15190.0,178.0,136.0,17.0,2,1,1,25,1303.56,0
5.0,0,39,0.0,6205.0,82.0,172.0,13.0,3,1,1,30,939.48,0
5.0,0,39,0.0,580.0,10.0,7.0,2.0,2,1,2,25,58.05,0
5.0,0,40,0.0,415.0,10.0,7.0,2.0,3,1,2,30,45.0,0
5.0,0,39,0.0,305.0,6.0,7.0,2.0,2,1,2,25,45.495,1
5.0,0,39,0.0,7213.0,123.0,370.0,30.0,3,1,1,30,1773.44,0
8.0,0,39,0.0,11170.0,150.0,7.0,34.0,4,1,1,45,300.5,0
9.0,0,39,0.0,6423.0,71.0,94.0,24.0,2,1,1,25,715.23,0
24.0,0,35,0.0,660.0,43.0,7.0,4.0,3,1,2,30,56.12,1
22.0,0,38,7.0,10140.0,89.0,7.0,29.0,5,1,1,55,163.935,0
14.0,0,38,0.0,5523.0,94.0,12.0,11.0,2,1,1,25,306.765,1
5.0,0,36,1.0,2545.0,18.0,7.0,6.0,3,1,1,30,130.52,0
10.0,0,37,0.0,2695.0,37.0,7.0,3.0,3,1,2,30,137.28,1
10.0,0,38,0.0,1973.0,40.0,20.0,18.0,3,1,2,30,160.52,1
5.0,1,38,0.0,305.0,6.0,7.0,2.0,3,1,2,30,40.44,1
5.0,0,38,1.0,1373.0,21.0,7.0,2.0,4,1,1,45,52.35,0
5.0,0,35,0.0,6490.0,93.0,7.0,9.0,5,1,1,55,109.245,0
5.0,0,38,0.0,305.0,6.0,7.0,2.0,4,1,2,45,25.275,1
5.0,0,38,0.0,305.0,6.0,7.0,2.0,5,1,1,55,15.165,0
26.0,0,33,2.0,15780.0,234.0,7.0,67.0,2,1,1,25,752.13,0
7.0,0,36,2.0,6670.0,112.0,257.0,20.0,3,2,1,30,1299.28,0
5.0,0,38,0.0,3423.0,78.0,7.0,15.0,3,1,1,30,168.04,0
5.0,0,37,0.0,1370.0,40.0,24.0,7.0,3,1,2,30,152.4,0
7.0,0,38,0.0,2485.0,49.0,161.0,10.0,2,1,1,25,838.53,0
5.0,0,29,1.0,1020.0,32.0,179.0,2.0,3,2,1,30,758.08,0
5.0,0,28,0.0,1273.0,35.0,16.0,55.0,4,1,1,45,72.7,0
12.0,0,29,0.0,405.0,21.0,7.0,2.0,3,1,2,30,45.04,0
5.0,0,28,0.0,305.0,6.0,7.0,2.0,4,1,2,45,25.275,0
11.0,0,27,1.0,930.0,28.0,7.0,2.0,2,1,1,25,74.61,0
5.0,0,27,0.0,2930.0,57.0,7.0,10.0,3,1,1,30,147.48,0
5.0,0,20,1.0,1400.0,22.0,14.0,2.0,2,1,1,25,126.99,0
17.0,0,19,0.0,6098.0,137.0,71.0,29.0,2,2,1,25,600.075,0
13.0,0,17,0.0,8638.0,167.0,59.0,27.0,5,1,1,55,220.575,0
9.0,0,18,2.0,2558.0,41.0,17.0,6.0,3,1,1,30,171.96,0
5.0,0,11,1.0,4095.0,36.0,201.0,25.0,3,1,1,30,969.24,0
5.0,1,11,1.0,1193.0,15.0,7.0,2.0,3,1,1,30,76.32,1
